no,co,s,l,r,b,le,sa,t,ra,si
CC.012,CC,['l'],"[[[[134, 4]], '16-136']]",[],[],U,,"['FA', 'SP']",6.6,10.7
CC.117,CC,['l'],"[[[[44, 3], [104, 3]], '16-160']]",[],[],U,17.05,['SP'],6.5,15
CC.120,CC,['l'],"[[[[45, 3], [105, 3]], '14N-112']]",[],[],U,21H.343,"['FA', 'SP']",6.4,11.3
CC.1803,CC,"['r', 'l']","[[[[6, 3], [66, 3]], '16-160']]","[[[[38, 2], [98, 2]], '16-160']]",[],U,,['SP'],6.3,26
CC.200,CC,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
CC.210,CC,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
CC.220,CC,[],[],[],[],U,,"['FA', 'SP']",0,0
CC.512,CC,"['r', 'l']","[[[[4, 2], [64, 2], [124, 2]], '16-160']]","[[[[34, 2], [94, 2]], '16-160']]",[],U,,['SP'],6.8,19
CC.802,CC,"['r', 'l']","[[[[10, 3], [70, 3]], '16-160']]","[[[[40, 2], [100, 2]], '16-160']]",[],U,,['SP'],6.1,10.5
CC.8022,CC,"['l', 'r']","[[[[10, 3], [70, 3]], '16-160']]","[[[[42, 2], [102, 2]], '16-160']]",[],U,,['SP'],0,0
CC.S20,CC,[],[],[],[],U,,"['FA', 'JA', 'SP']",7,6
CC.S21,CC,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
CC.UR,CC,[],[],[],[],U,,"['FA', 'SP']",0,0
CDO.THG,CDO,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",6,10
CMS.100,CMS,['l'],"[[[[40, 3], [100, 3]], '26-168'], [[[15, 3], [75, 3]], '1-277']]",[],[],U,,"['FA', 'SP']",6.2,38.6
CMS.150,CMS,['l'],"[[[[42, 6]], 'E15-466']]",[],[],U,"24.912, 21H.106, 21L.008, 21W.741, WGS.190",['SP'],0,0
CMS.301,CMS,['l'],"[[[[36, 3], [96, 3]], 'E25-117']]",[],[],U,,['SP'],5.9,29.5
CMS.306,CMS,['l'],"[[[[82, 6]], '56-154']]",[],[],U,,['SP'],0,0
CMS.351,CMS,['l'],"[[[[45, 3], [105, 3]], '14E-310']]",[],[],U,21G.067,['SP'],0,0
CMS.355,CMS,['l'],"[[[[22, 6]], '4-253']]",[],[],U,21G.070,['SP'],0,0
CMS.376,CMS,['l'],"[[[[82, 6]], 'E25-117']]",[],[],U,,['SP'],6.2,17.7
CMS.400,CMS,['l'],"[[[[22, 6]], 'E25-117']]",[],[],U,,['SP'],6.5,2
CMS.587,CMS,['l'],"[[[[43, 3], [103, 3]], '5-134']]",[],[],U,11.125,['SP'],6.1,23.5
CMS.590,CMS,['l'],"[[[[40, 3], [100, 3]], '5-134']]",[],[],U,11.127,['SP'],6.5,20.5
CMS.593,CMS,['l'],"[[[[46, 3], [106, 3]], '1-134']]",[],[],U,11.131,['SP'],6.5,6
CMS.603,CMS,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
CMS.604,CMS,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
CMS.605,CMS,[],[],[],[],U,,"['FA', 'JA', 'SP']",0,0
CMS.606,CMS,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
CMS.611,CMS,"['b', 'l']","[[[[42, 6]], '56-154']]",[],"[[[[102, 6]], '56-154']]",U,6.073,['SP'],6.8,31
CMS.614,CMS,['l'],"[[[[112, 6]], 'E38-200']]",[],[],U,21W.791,['SP'],7,13
CMS.636,CMS,['l'],"[[[[45, 3], [105, 3]], '56-167']]",[],[],U,,['SP'],0,0
CMS.701,CMS,['l'],"[[[[12, 6]], '66-156']]",[],[],U,,"['FA', 'SP']",6.3,9
CMS.702,CMS,['l'],"[[[[72, 6]], '4-144']]",[],[],U,,['SP'],0,0
CMS.802,CMS,['l'],"[[[[72, 6]], '4-144']]",[],[],G,,['SP'],0,0
CMS.806,CMS,['l'],"[[[[82, 6]], '56-154']]",[],[],G,,['SP'],0,0
CMS.855,CMS,['l'],"[[[[45, 3], [105, 3]], '56-167']]",[],[],G,,['SP'],0,0
CMS.863,CMS,['l'],"[[[[40, 3], [100, 3]], '5-134']]",[],[],G,11.252,['SP'],6.5,20.5
CMS.867,CMS,['l'],"[[[[112, 6]], 'E38-200']]",[],[],G,,['SP'],7,13
CMS.876,CMS,['l'],"[[[[82, 6]], 'E25-117']]",[],[],G,,['SP'],6.2,17.7
CMS.901,CMS,['l'],"[[[[12, 6]], '66-156']]",[],[],G,,"['FA', 'SP']",6.3,9
CMS.915,CMS,['l'],"[[[[82, 6]], '4-253']]",[],[],G,,['SP'],0,0
CMS.925,CMS,['l'],"[[[[45, 3], [105, 3]], '4-364']]",[],[],G,,['SP'],6.1,15
CMS.990,CMS,['l'],"[[[[108, 4]], '56-114']]",[],[],G,,"['FA', 'SP']",4.6,15.6
CMS.992,CMS,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
CMS.993,CMS,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
CMS.994,CMS,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
CMS.995,CMS,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
CMS.S60,CMS,['l'],"[[[[42, 3], [102, 3]], '56-191']]",[],[],U,,['SP'],6.8,11.5
CMS.S96,CMS,['l'],"[[[[42, 3], [102, 3]], '56-191']]",[],[],G,,['SP'],0,0
CMS.THG,CMS,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",6.5,6
CMS.THT,CMS,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
CMS.THU,CMS,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
CMS.UR,CMS,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
CMS.URG,CMS,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
CSB.110,CSB,[],[],[],[],G,,"['FA', 'SP']",0,0
CSB.190,CSB,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
CSB.199,CSB,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
CSB.THG,CSB,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",6,18
CSE.01,CSE,['l'],"[[[[14, 3], [74, 3]], '33-419']]",[],[],U,"16.0002, 18.0002","['FA', 'SP']",0,0
CSE.IND,CSE,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
CSE.THG,CSE,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
EC.050,EC,"['l', 'b']","[[[[44, 2]], '4-402']]",[],"[[[[46, 2], [104, 4]], '4-402']]",U,,"['FA', 'JA', 'SP']",6.1,2.5
EC.075,EC,['l'],"[[[[52, 4]], '4-402']]",[],[],U,,['SP'],0,0
EC.090,EC,"['l', 'b']","[[[[44, 2]], '4-402']]",[],"[[[[46, 2], [104, 4]], '4-402']]",G,,"['FA', 'JA', 'SP']",6.1,2.5
EC.120,EC,['l'],"[[[[22, 6]], '4-409']]",[],[],U,6.07,"['FA', 'SP']",6.9,11.4
EC.711,EC,"['b', 'l']","[[[[10, 3], [70, 3]], 'N51-310']]",[],"[[[[130, 4]], 'N51-310']]",U,2.651,['SP'],6,9.5
EC.715,EC,['l'],"[[[[38, 6]], 'N51-310']]",[],[],U,,['SP'],6.1,8.3
EC.719,EC,['l'],"[[[[98, 6]], 'N51-350']]",[],[],U,,['SP'],6.3,6.5
EC.720,EC,['l'],"[[[[45, 3], [105, 3]], 'N51-310']]",[],[],U,2.722,['SP'],5.8,27.5
EC.725,EC,"['l', 'b']","[[[[45, 3]], 'N51-310']]",[],"[[[[126, 3]], 'N51-310']]",U,,['SP'],0,0
EC.746,EC,"['r', 'l']","[[[[14, 3], [74, 3]], '31-115']]","[[[[134, 2]], '31-115']]",[],U,"1.016, 2.00C",['SP'],5.1,16
EC.750,EC,['l'],"[[[[10, 4], [70, 4]], 'N51-350']]",[],[],U,,['SP'],6.4,12.5
EC.770,EC,[],[],[],[],U,,"['FA', 'SU', 'SP']",7,2
EC.780,EC,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
EC.785,EC,['l'],"[[[[10, 4], [70, 4]], 'N51-350']]",[],[],G,,['SP'],6.4,12.5
EC.789,EC,['l'],"[[[[98, 6]], 'N51-350']]",[],[],G,,['SP'],6.3,6.5
EC.791,EC,"['b', 'l']","[[[[10, 3], [70, 3]], 'N51-310']]",[],"[[[[130, 4]], 'N51-310']]",G,,['SP'],6,9.5
EC.900,EC,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
EC.901,EC,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
EC.910,EC,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
EC.980,EC,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
EC.990,EC,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
EC.S11,EC,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
EC.S12,EC,['l'],"[[[[9, 3], [69, 3]], '4-253']]",[],[],G,,['SP'],0,0
EC.UR,EC,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
EC.URG,EC,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",7,9
EM.413,EM,"['r', 'l']","[[[[6, 4], [66, 4]], '1-390']]","[[[[38, 2], [98, 2]], '1-390'], [[[40, 2], [100, 2]], '1-390']]",[],G,,['SP'],5,92
EM.424,EM,['l'],"[[[[33, 3], [93, 3]], '1-390']]",[],[],G,IDS.330,['SP'],0,0
EM.426,EM,['l'],"[[[[46, 3]], 'E25-117']]",[],[],G,,['SP'],0,0
EM.442,EM,['r'],[],"[[[[11, 10], [71, 10]], '4-013']]",[],G,,['SP'],5.2,23.5
EM.444,EM,['l'],"[[[[8, 2], [68, 2]], '4-013']]",[],[],G,,['SP'],0,0
EM.451,EM,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",6,17
EM.S20,EM,[],[],[],[],G,,"['FA', 'SP']",0,0
EM.S21,EM,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
EM.S22,EM,[],[],[],[],G,,"['FA', 'SP']",0,0
EM.THG,EM,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",6.7,55.7
ES.010,ES,['l'],"[[[[44, 4]], '24-619']]",[],[],U,,['SP'],6.8,7
ES.100,ES,['l'],"[[[[136, 2]], '24-611A'], [[[76, 2]], '24-611A']]",[],[],U,,"['FA', 'SP']",0,0
ES.1802,ES,['l'],"[[[[10, 2], [40, 2], [70, 2], [100, 2]], '24-619'], [[[6, 2], [36, 2], [66, 2], [96, 2]], '24-618']]",[],[],U,,"['FA', 'SP']",6.1,21
ES.1803,ES,['l'],"[[[[6, 2], [36, 2], [66, 2], [96, 2]], '24-619'], [[[8, 2], [38, 2], [68, 2], [98, 2]], '24-619'], [[[10, 2], [40, 2], [70, 2], [100, 2]], '24-618'], [[[4, 2], [34, 2], [64, 2], [94, 2]], '24-618']]",[],[],U,,"['FA', 'SP']",6.1,18
ES.201,ES,[],[],[],[],U,,"['FA', 'SP']",0,0
ES.210,ES,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
ES.5111,ES,"['l', 'r']","[[[[8, 2], [38, 2], [68, 2], [98, 2]], '24-621']]","[[[[128, 2]], '24-621']]",[],U,,"['FA', 'SP']",5.6,14.2
ES.7013,ES,"['r', 'l']","[[[[2, 2], [32, 2], [62, 2], [92, 2]], '24-619'], [[[4, 2], [34, 2], [64, 2], [94, 2]], '24-619']]","[[[[122, 2]], '24-619'], [[[124, 2]], '24-619']]",[],U,,['SP'],5.8,18
ES.802,ES,"['r', 'l']","[[[[4, 2], [34, 2], [64, 2], [94, 2]], '24-621'], [[[2, 2], [32, 2], [62, 2], [92, 2]], '24-307'], [[[6, 2], [36, 2], [66, 2], [96, 2]], '24-307']]","[[[[124, 2]], '24-621'], [[[126, 2]], '24-307'], [[[122, 2]], '24-307']]",[],U,,"['FA', 'SP']",5.8,19.7
ES.9112,ES,['l'],"[[[[12, 3], [132, 3]], 'MCI-NORFOLK']]",[],[],U,,['SP'],0,0
ES.92,ES,['l'],"[[[[33, 3], [93, 3]], 'MCI_CONCORD']]",[],[],U,,"['FA', 'SP']",0,0
ES.S20,ES,['l'],"[[[[52, 2], [112, 2]], '24-619']]",[],[],U,,['SP'],5.7,2
ES.S40,ES,['l'],"[[[[74, 4]], '24-621']]",[],[],U,,['SP'],0,0
ES.S70,ES,['l'],"[[[[134, 4]], '24-619']]",[],[],U,,"['FA', 'SP']",6.6,5.3
ES.S71,ES,['l'],"[[[[14, 4]], '24-619']]",[],[],U,,"['FA', 'SP']",5.8,5.5
ES.S90,ES,['l'],"[[[[3, 3], [63, 3]], '24-112']]",[],[],U,,['SP'],6.3,4
ES.S91,ES,[],[],[],[],U,,"['FA', 'SP']",0,0
ES.UR,ES,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
ESD.THG,ESD,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
HST.020,HST,['l'],"[[[[12, 6]], 'MEC-209']]",[],[],G,,['SP'],0,0
HST.021,HST,['l'],"[[[[12, 6]], 'MEC-209']]",[],[],G,,['SP'],0,0
HST.034,HST,['l'],"[[[[32, 4], [92, 4]], 'MEC-250']]",[],[],G,,['SP'],0,0
HST.035,HST,['l'],"[[[[32, 4], [92, 4]], 'MEC-250']]",[],[],G,,['SP'],0,0
HST.060,HST,['l'],"[[[[101, 6]], 'MEC-209']]",[],[],G,,['SP'],0,0
HST.061,HST,['l'],"[[[[101, 6]], 'MEC-209']]",[],[],G,,['SP'],0,0
HST.080,HST,['l'],"[[[[60, 4], [120, 4]], 'MEC-209']]",[],[],G,,['SP'],0,0
HST.081,HST,['l'],"[[[[60, 4], [120, 4]], 'MEC-209']]",[],[],G,,['SP'],0,0
HST.090,HST,"['b', 'l']","[[[[66, 4], [126, 4]], 'E25-111']]",[],"[[[[1, 5]], 'E25-111']]",G,,['SP'],0,0
HST.091,HST,"['l', 'b']","[[[[66, 4], [126, 4]], 'E25-111']]",[],"[[[[1, 5]], 'E25-111']]",G,,['SP'],0,0
HST.100,HST,['l'],"[[[[34, 4], [94, 4]], 'MEC-209']]",[],[],G,,['SP'],0,0
HST.101,HST,['l'],"[[[[34, 4], [94, 4]], 'MEC-209']]",[],[],G,,['SP'],0,0
HST.110,HST,['l'],"[[[[30, 4], [90, 4]], 'MEC-209']]",[],[],G,,['SP'],0,0
HST.111,HST,['l'],"[[[[30, 4], [90, 4]], 'MEC-209']]",[],[],G,,['SP'],0,0
HST.150,HST,['l'],"[[[[2, 6], [62, 6]], 'MEC-250']]",[],[],G,,"['JA', 'SP']",0,0
HST.151,HST,['l'],"[[[[2, 6], [62, 6]], 'MEC-250']]",[],[],G,,"['JA', 'SP']",0,0
HST.194,HST,['l'],"[[[[10, 6]], 'MEC-250']]",[],[],G,,"['JA', 'SP']",0,0
HST.195,HST,['l'],"[[[[10, 6]], 'MEC-250']]",[],[],G,,"['JA', 'SP']",0,0
HST.196,HST,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
HST.198,HST,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
HST.199,HST,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
HST.200,HST,['l'],"[[[[30, 18], [90, 18], [120, 18]], 'HOSPITAL']]",[],[],G,,"['JA', 'SP']",0,0
HST.202,HST,['b'],[],[],"[[[[2, 8], [32, 8], [62, 8], [92, 8], [122, 8]], 'HOSPITA']]",G,,"['FA', 'JA', 'SU', 'SP']",7,9
HST.220,HST,[],[],[],[],G,,['SP'],0,0
HST.240,HST,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
HST.452,HST,['l'],"[[[[13, 3], [73, 3]], '4-265']]",[],[],G,8.592,['SP'],6.4,34
HST.482,HST,"['b', 'l']","[[[[33, 3], [93, 3]], '56-154']]",[],"[[[[64, 4]], '56-154'], [[[124, 4]], '56-154']]",U,6.026,['SP'],6.1,25
HST.500,HST,['l'],"[[[[43, 3], [103, 3]], 'E25-117']]",[],[],G,,['SP'],4.3,20
HST.504,HST,['l'],"[[[[7, 3], [67, 3]], '2-132']]",[],[],G,18.418,"['FA', 'SP']",7,11
HST.524,HST,['l'],"[[[[36, 3], [96, 3]], '5-134']]",[],[],G,2.782,['SP'],5.2,19
HST.531,HST,['l'],"[[[[71, 3]], 'E25-119']]",[],[],G,,['SP'],0,0
HST.537,HST,['l'],"[[[[15, 3], [75, 3]], '1-371']]",[],[],G,"1.631, 2.250",['SP'],5.8,8
HST.538,HST,['l'],"[[[[33, 3], [93, 3]], '5-134']]",[],[],G,1.881,['SP'],0,0
HST.539,HST,['l'],"[[[[35, 3], [95, 3]], 'E25-119']]",[],[],G,5.64,['SP'],6.8,12
HST.541,HST,['l'],"[[[[6, 3], [66, 3]], '32-144']]",[],[],G,"2.794, 6.521, 9.021, 20.470",['SP'],5.8,28
HST.542,HST,"['l', 'r']","[[[[33, 3], [93, 3]], '32-124']]","[[[[70, 2]], 'E25-117'], [[[72, 2]], 'E25-117']]",[],U,"2.792, 6.022",['SP'],6.8,23.5
HST.552,HST,['l'],"[[[[10, 3], [70, 3]], '3-270']]",[],[],G,"2.75, 6.525",['SP'],5.3,39.3
HST.560,HST,['l'],"[[[[13, 3], [133, 3]], '24-115']]",[],[],G,22.55,['SP'],6.3,12
HST.562,HST,['l'],"[[[[10, 3], [70, 3]], '46-5313']]",[],[],G,"9.271, 10.562",['SP'],6.8,5
HST.576,HST,['l'],"[[[[3, 3], [63, 3]], '46-3189']]",[],[],G,9.272,['SP'],6.3,12
HST.582,HST,"['b', 'l']","[[[[33, 3], [93, 3]], '56-154']]",[],"[[[[124, 4]], '56-154'], [[[64, 4]], '56-154']]",G,"6.555, 16.456",['SP'],6.2,27.5
HST.590,HST,['l'],"[[[[107, 4]], 'E25-117']]",[],[],G,,"['FA', 'SP']",4.4,48.6
HST.599,HST,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
HST.723,HST,['l'],"[[[[3, 4], [63, 4], [123, 4]], '46-5193']]",[],[],G,9.285,['SP'],7,3
HST.728,HST,['l'],"[[[[40, 3], [100, 3]], '2-105']]",[],[],G,6.345,['SP'],6.4,44
HST.918,HST,['l'],"[[[[34, 3], [94, 3]], 'E51-325']]",[],[],G,15.141,['SP'],5.5,48
HST.936,HST,"['l', 'b']","[[[[123, 4]], 'E25-117']]",[],"[[[[127, 2]], 'E25-117']]",G,,['SP'],3.8,18.5
HST.937,HST,"['l', 'b']","[[[[123, 4]], 'E25-117']]",[],"[[[[127, 2]], 'E25-117']]",G,,['SP'],3.8,18.5
HST.938,HST,"['b', 'l']","[[[[123, 4]], 'E25-117']]",[],"[[[[127, 2]], 'E25-117']]",G,,['SP'],3.8,18.5
HST.956,HST,"['r', 'l']","[[[[33, 3], [93, 3]], '32-141']]","[[[[134, 2]], '4-270']]",[],G,6.871,['SP'],5.8,17
HST.962,HST,['l'],"[[[[40, 3]], '66-148']]",[],[],G,,['SP'],6.1,8.5
HST.971,HST,['l'],"[[[[79, 6]], 'E25-111']]",[],[],G,15.363,['SP'],6.3,27.3
HST.974,HST,['l'],"[[[[4, 6]], 'E25-406']]",[],[],G,,"['FA', 'SP']",0,0
HST.978,HST,"['r', 'l']","[[[[106, 4]], 'Virtual']]","[[[[44, 2]], 'Virtual']]",[],G,15.367,['SP'],5.2,24
HST.999,HST,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
HST.THG,HST,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",6.1,82
HST.UR,HST,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
HST.URG,HST,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
IDS.013,IDS,"['l', 'b']","[[[[7, 3], [67, 3]], 'E51-149'], [[[4, 3], [64, 3]], 'E51-149']]",[],"[[[[134, 2]], 'E52-164'], [[[132, 2]], 'E52-164']]",U,15.075,['SP'],5.8,63.5
IDS.014,IDS,"['r', 'l']","[[[[2, 2], [62, 2], [122, 2]], '34-101']]","[[[[94, 2]], '66-144'], [[[106, 2]], '56-114'], [[[104, 2]], '56-114']]",[],U,18.65,"['FA', 'SP']",5.6,60.4
IDS.055,IDS,"['r', 'l']","[[[[11, 3], [71, 3]], 'E25-111']]","[[[[76, 2]], '1-242'], [[[94, 2]], '4-159']]",[],U,"17.309, STS.082",['SP'],5.2,29.5
IDS.057,IDS,['l'],"[[[[36, 3], [96, 3]], '56-162']]",[],[],U,"11.155, STS.005",['SP'],0,0
IDS.060,IDS,['l'],"[[[[45, 3], [105, 3]], 'E51-057']]",[],[],U,"1.801, 11.021, 17.393",['SP'],5.4,24
IDS.065,IDS,['l'],"[[[[36, 3], [96, 3]], '1-135']]",[],[],U,"1.067, 10.421",['SP'],0,0
IDS.147,IDS,"['l', 'r']","[[[[16, 3], [76, 3]], 'E51-325']]","[[[[46, 2]], 'E51-395']]",[],G,15.077,['SP'],5.2,16
IDS.160,IDS,['l'],"[[[[40, 3], [100, 3]], '32-124']]",[],[],G,"9.521, 18.656",['SP'],0,0
IDS.305,IDS,['l'],"[[[[34, 6]], '3-133']]",[],[],G,1.275,['SP'],6,26
IDS.330,IDS,['l'],"[[[[33, 3], [93, 3]], '1-390']]",[],[],G,EM.424,['SP'],6.3,12
IDS.336,IDS,['l'],"[[[[46, 6]], '1-390']]",[],[],G,16.855,['SP'],6.2,36
IDS.339,IDS,['l'],"[[[[5, 3], [65, 3]], '33-218']]",[],[],G,16.89,['SP'],5.2,15
IDS.341,IDS,['l'],"[[[[122, 6]], '33-418']]",[],[],G,16.355,['SP'],5.7,12
IDS.412,IDS,"['r', 'l']","[[[[11, 3], [71, 3]], 'E25-111']]","[[[[76, 2]], 'E51-057'], [[[106, 2]], 'E51-361']]",[],G,"17.310, STS.482",['SP'],4.9,36
IDS.449,IDS,['l'],"[[[[74, 4]], 'E25-117']]",[],[],G,,"['FA', 'SP']",6.7,10.3
IDS.505,IDS,['l'],"[[[[35, 3], [95, 3]], '37-212']]",[],[],G,"6.695, 15.032",['SP'],5.9,21.5
IDS.521,IDS,['l'],"[[[[36, 3], [96, 3]], '1-135']]",[],[],G,"1.670, 10.621",['SP'],6.6,11
IDS.522,IDS,['l'],"[[[[43, 6]], '26-142']]",[],[],G,,['SP'],6.4,5
IDS.540,IDS,['l'],"[[[[45, 3], [105, 3]], 'E51-057']]",[],[],G,"1.811, 11.630, 15.663",['SP'],5.4,24
IDS.720,IDS,['l'],"[[[[46, 3], [106, 3]], '9-354']]",[],[],G,"11.434, 15.428",['SP'],5.2,19
IDS.735,IDS,['l'],"[[[[1, 3], [61, 3]], 'E51-345'], [[[31, 3], [91, 3]], 'E51-149']]",[],[],G,"1.273, 15.762",['SP'],5.7,107
IDS.736,IDS,['l'],"[[[[1, 3], [61, 3]], 'E51-345']]",[],[],G,"1.274, 15.763",['SP'],4.9,70
IDS.950,IDS,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
IDS.951,IDS,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
IDS.955,IDS,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
IDS.956,IDS,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
IDS.960,IDS,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
IDS.961,IDS,[],[],[],[],G,,"['FA', 'JA', 'SP']",0,0
IDS.970,IDS,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
IDS.971,IDS,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
IDS.S30,IDS,['l'],"[[[[41, 2]], '66-160']]",[],[],G,,['SP'],0,0
IDS.THG,IDS,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
IDS.UR,IDS,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
IDS.URG,IDS,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
MAS.453,MAS,"['b', 'l']","[[[[14, 3], [74, 3]], '56-154']]",[],"[[[[44, 4], [104, 4]], '32-144']]",U,6.808,['SP'],6.8,8
MAS.490,MAS,[],[],[],[],U,,"['FA', 'SP']",0,0
MAS.491,MAS,[],[],[],[],U,,"['FA', 'SP']",0,0
MAS.552,MAS,['l'],"[[[[62, 6]], 'E15-341']]",[],[],G,4.557,"['FA', 'SP']",5.7,17
MAS.600,MAS,['l'],"[[[[66, 4]], 'E15-070']]",[],[],G,,['SP'],6.2,18
MAS.664,MAS,['l'],"[[[[94, 4]], 'E14-633']]",[],[],G,15.376,['SP'],5.4,68
MAS.690,MAS,[],[],[],[],G,,"['FA', 'SP']",0,0
MAS.712,MAS,['l'],"[[[[70, 6]], 'E15-341']]",[],[],G,,['SP'],6.1,29.5
MAS.772,MAS,['l'],"[[[[64, 4]], 'E14-633']]",[],[],G,,['SP'],0,0
MAS.790,MAS,[],[],[],[],G,,"['FA', 'SP']",0,0
MAS.810,MAS,['l'],"[[[[92, 6]], 'E15-466']]",[],[],G,,['SP'],6.8,6
MAS.836,MAS,['l'],"[[[[104, 4]], 'E15-341']]",[],[],G,,['SP'],4.6,20
MAS.859,MAS,['l'],"[[[[2, 6]], 'E15-341']]",[],[],G,,['SP'],0,0
MAS.862,MAS,['l'],"[[[[100, 6]], 'E14-493']]",[],[],G,,['SP'],7,3
MAS.890,MAS,[],[],[],[],G,,"['FA', 'SP']",0,0
MAS.910,MAS,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
MAS.912,MAS,[],[],[],[],G,,"['FA', 'SP']",0,0
MAS.914,MAS,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
MAS.915,MAS,[],[],[],[],G,,"['FA', 'SU', 'SP']",0,0
MAS.940,MAS,['l'],"[[[[76, 3]], 'E15-341']]",[],[],G,,['SP'],4.9,46
MAS.945,MAS,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
MAS.950,MAS,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
MAS.S60,MAS,['l'],"[[[[132, 6]], 'E15-359']]",[],[],G,,"['FA', 'SP']",6.4,14.3
MAS.S61,MAS,['l'],"[[[[102, 4]], 'E15-466']]",[],[],G,,"['FA', 'SP']",6.2,6.7
MAS.S62,MAS,['l'],"[[[[10, 6]], 'E15-341']]",[],[],G,,"['FA', 'SP']",5.9,12
MAS.S63,MAS,['l'],"[[[[36, 4]], 'E15-341']]",[],[],G,,"['FA', 'SP']",5.6,10.4
MAS.S64,MAS,['l'],"[[[[42, 6]], 'E15-359']]",[],[],G,,"['FA', 'SP']",6.1,9.8
MAS.S65,MAS,['l'],"[[[[40, 4], [100, 4]], 'E14-393']]",[],[],G,,"['FA', 'SP']",6.4,9
MAS.S66,MAS,['l'],"[[[[70, 4]], 'E14-633']]",[],[],G,,"['FA', 'SP']",5.9,10.5
MAS.S67,MAS,['l'],"[[[[40, 3], [100, 3]], 'E15-341']]",[],[],G,,"['FA', 'SP']",6.7,6.5
MAS.S68,MAS,['l'],"[[[[42, 4]], 'E14-493']]",[],[],G,,"['FA', 'SP']",6,22
MAS.THG,MAS,[],[],[],[],G,,"['FA', 'JA', 'SU', 'SP']",0,0
MAS.UR,MAS,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
MAS.URG,MAS,[],[],[],[],U,,"['FA', 'JA', 'SU', 'SP']",0,0
